Part Number,Item Number,Product Name,Slug,Category,Brand,Vehicle Type,Product Type,Retail Price,Was Price / MSRP,Rating,Review Count,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Description,Specs & Features,Image URL,Canonical URL
10501670,P1144402,"Kenda Trakmaster DTR Tires",kenda-trakmaster-dtr-tires,Tires,N/A,"Adventure / Dual Sport","70 On Road 30 Off Road / Dot Tire / Dual Sport Tire",78.17,102.99,5.00,5,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda Trakmaster DTR Tires The Kenda Trackmaster DTR Tire offer riders the option to go unpaved. The 70/30 street-to-off road tread design packs an innovative, stepped tread blocks that are engineered to maintain a sharp leading edge even as the tire wears down. Tires feature a bias-ply construction with tubeless bead and meet DOT requirements. Ride on.","70% on-road / 30% off-road bias Innovative stepped tread introduces fresh biting edges as the tire wears Proprietary compound and optimized tread design Excellent grip in wet conditions Lateral grooved shoulders designed for maximum water and mud dispersion Performance in any terrain without compromise Fitments for most dual sport and adventure motorcycles DOT-approved Tubeless design (TL) Bias construction Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2420/4813/kenda_trakmaster_dtr_tires.jpg,""
1306389,P413344,"Dunlop D423 Honda Goldwing Tires",dunlop-d423-honda-goldwing-tires,Tires,Dunlop,"Adventure / Dual Sport","Customcruisertouring Ra / Touring Tire / Dot Tire",282.74,362.95,2.90,8,"Honda","Goldwing",1990 - 2025,"Dunlop D423 Honda Goldwing Tires Designed specifically for the Honda Goldwing, the D423 hoops from Dunlop are built for trans-continental touring in comfort and style.","O.E. fitment for the 2018 Honda Goldwing Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0384/0694/dunlop_d42313070_r18_front.jpg,""
10039725,P43603,"Maxxis Maxxcross IT M7304 / M7305 Tires",maxxis-maxxcross-it-m7304-m7305-tires,Tires,Maxxis Tires,"Dirt Bike / Off-Road","Off Highway Non Dot Inc / Dirt Bike Tire / Intermediate Terrain / Non Dot Tire",88.75,0.00,4.80,12,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Maxxis Maxxcross IT M7304 / M7305 Tires The Maxxis Maxxcross IT is trusted by top Motocross and Cross Country racers around the world. It features knobs designed to provide superb handling and long wear. In addition, the Maxxcross IT's rubber compound enhances stability and increases grip in a variety of soil conditions found on any Motocross track or off-road loop.","Unique knob design offers exceptional traction and handling in a wide variety of conditions Advanced rubber compound enhances straight-line traction for maximum control Reinforced sidewall offers excellent stability and torque-wrenching performance Tube Type Note: 70/100-10 size has the imperial 2.50x10 size stamped on the sidewall. Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0001/5156/Maxxis_MaxxCross-IT_M7304_Tires.jpg,""
10453742,P1117626,"Continental ContiAttack SM2 Supermoto Tires",continental-contiattack-sm2-supermoto-tires,Tires,Continental Tire,"Street / Sportbike","Dot Tire / Supermoto Tire",172.30,263.95,5.00,3,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Continental Conti Attack SM2 Supermoto Tires The Continental ContiAttack SM2 Supermoto Tires deliver performance virtually mirroring Continental's most extreme DOT supermoto tire (the ContiAttack SM Supermoto EVO) but with enhanced comfort, wet grip, and longevity. The ContiAttack SM2 features a tread design and composition that draw from Continental's experience in track-only racing tires. Continental Grip Limit Feedback technology boasts large areas of slick, uninterrupted tread block to provide road feel and predictable grip. Rear tires feature a reinforced, longer-wearing center section to handle the hard acceleration and braking demands of Supermoto - while also contributing to increased tire life for non-track riding. Infused with Continental's BlackChili compound, the ContiAttack SM2 Tires cater to both competitive on-track supermoto styles and everyday street riding requirements.","Track-proven and street legal high-performance tire for the ultimate supermoto experience Signature Continental Black Chili compound MultiGrip technology for a homogeneous gradation of grip levels with a single compound TractionSkin and micro-rough tread offers grip from the first mile ZeroDegree 0° steel belt construction guarantees excellent stability at high speeds and low kickback tendency Optimum stability and damping during extreme braking and acceleration for the supermoto riding style Similar performance to the ContiAttack SM Supermoto EVO Tires with better longevity, comfort and wet performance Solid backbone for extreme braking and acceleration (or great mileage when ridden gently) Maximum traction and increased predictability at high lean angles Continental Grip Limit Feedback technology enhanced by large areas of slick, uninterrupted tread Significantly higher mileage potential thanks to increased tread depth Optimum damping and handling Radial construction Carcass inspired by Continental racing slicks Tubeless (TL) design DOT approved",https://www.cyclegear.com/_a/product_images/2346/6771/continental_conti_attack_sm2_tires.jpg,""
158524,P43160,"Dunlop K630 Kawasaki Ninja Tires",dunlop-k630-kawasaki-ninja-tires,Tires,Dunlop,"Street / Sportbike / Cruiser / V-Twin","Customcruisertouring Bi / Sportbike Tire / Dot Tire",126.31,160.95,5.00,4,"Kawasaki","Ninja",1990 - 2025,"Dunlop K630 Kawasaki Ninja Tires","Tubeless Bias ply Blackwall Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0003/6028/Dunlop_K630_Kawasaki_Tire.jpg,""
10153377,P961520,"Bridgestone Battlecross X31 Tire",bridgestone-battlecross-x31-tire,Tires,Bridgestone,"Dirt Bike / Off-Road","Off Highway Non Dot Inc / Dirt Bike Tire / Non Dot Tire / Intermediate Terrain",107.48,149.99,4.50,4,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone Battlecross X31 Tire The Battlecross X31 is designed for a broad range of intermediate terrain for the ultimate traction on the track or trails. Starting where the X30 left off, the X31 is enhanced with Bunker Groove technology which works by improving casing flex for enhanced traction in harder terrain and adds biting edges for traction in softer conditions. Rear tire Cooling Fins promote consistent traction and feel under during a long moto by dispersing heat and minimizing inflation pressure gain. The symmetric front tire design enhanced with Castle Block Technology promotes braking stability while increasing biting edges and contact pressure on soft and slippery surfaces, while the asymmetric rear tire tread design enhances cornering traction by increasing lateral biting edges.","Intermediate terrain tire with a wide range of use Rear Cooling Fins to disperse heat and maintain tire pressure Bunker Groove Technology for tread casing flex, a stable sidewall and increased soft terrain traction Symmetrical front tread design and an asymmetrical rear tread design For offroad use only Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1716/9327/bridgestone_battlecross_x31_tire.jpg,""
158412,P43113,"Dunlop Vintage K70 Tires",dunlop-vintage-k70-tires,Tires,Dunlop,"Cruiser / V-Twin / Adventure / Dual Sport","Customcruisertouring Bi / Harley Tire / Cruiser Tire / Vintage Tire",140.14,178.95,4.80,63,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Dunlop Vintage K70 Tires","Bias ply Blackwall with black lettering Tube Type Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0003/5804/_Tt100_Tires_Front.jpg,""
10386824,P1087798,"Mitas Enduro Trail XT Plus Dakar Tires",mitas-enduro-trail-xt-plus-dakar-tires,Tires,Mitas,"Adventure / Dual Sport / Dirt Bike / Off-Road","20 On Road 80 Off Road / Dot Dirt Tires / Dot Tire / Dirt Bike Tire",108.44,123.99,3.90,7,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Mitas Enduro Trail XT Plus Dakar Tires The Mitas Enduro Trail XT Tires answer to riders demanding the most aggressive performance off-road with the ability to ride the tarmac home. The XT+ product line was designed from testing and development of the E-12/E-13 Rally Star and E-09 Rear tires. The XT+ Rear features a profile and tread pattern/spacing that excels in aggressive off road riding conditions while maintaining predictable road manners, consistent wear over its lifetime and comparatively low road noise.","The XT+ is designed for 20% on-road / 80% off-road use on Adventure and Dual Sport motorcycles All XT+ tires approved for TL (Tubeless) and TT (Tube Type) applications Fitment options from full sized ADV bikes down to single cylinder Dual Sport machines Standard version front is an excellent hard terrain dual sport fitment ADV specific tire Profile with deep and wide knob pattern balancing maximum off-highway traction and predictable on road handling Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2209/1797/mitas_enduro_trail_xt_plus_dakar_tires.jpg,""
10101834,P926366,"Michelin Harley-Davidson Scorcher Adventure Tires",michelin-harley-davidson-scorcher-adventure-tires,Tires,Michelin Tires,"Adventure / Dual Sport","80 On Road 20 Off Road / Dot Tire / Dual Sport Tire / Harley Tire",194.99,279.95,4.50,13,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Michelin Harley-Davidson Scorcher Adventure Tires Michelin's Scorcher Adventure Tires are ready to crumble any terrain that you dare trek. Proudly picked as the stock tire for the Harley Davidson Pan America, the Scorcher Adventure Tires feature compounds that allow for superior on-road stability in dry or wet conditions. The tread pattern and optimized profile provide precise handling and performance that keeps you riding mile after mile, from hot pavement to dusty trails. Michelin's Scorcher Adventure Tires are ready to chomp out the miles and any terrain that comes your way.","OEM Harley Davidson Pan America tires Bridge Block and 2CT+ Technology provide maximum stability Dual compound, tread pattern and optimized profile provide precise handling and long lasting performance Silica tread compound provides phenomenal wet grip Fully grooved tread pattern delivers confidence inspiring traction off-road 80% on-road / 20% off-road Tubeless Harley branding on sidewall Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1606/8519/michelin_harley_davidson_scorcher_adventure_tires.jpg,""
1158464,P349614,"Mitas Sport Force Plus Tires",mitas-sport-force-plus-tires,Tires,Mitas,"Street / Sportbike","Sportbike Tire / Supermoto Tire / Dot Tire",131.22,149.95,5.00,6,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Mitas Sport Force Plus Tires The Mitas Sport Force + Tires offer stability at high speeds and maximum control in the twisties. Silica compound along with special additives let the Sport Force+ tires perform in wet and dry conditions. These tires balance performance and longevity for a street tire that lasts and grips.","Radial construction STC (Strong Carcass Technology) OGT 3D (Three Dimensional Optimum Groove Technology) FEA optimized footprint Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2161/4342/mitas_sport_force_plus_tires.jpg,""
1083568,P323968,"Pirelli Scorpion Rally Adventouring Tires",pirelli-scorpion-rally-adventouring-tires,Tires,Pirelli,"Adventure / Dual Sport / Dirt Bike / Off-Road","Dual Onoff Dot / 50 On Road 50 Off Road / Dot Dirt Tires / Touring Tire",124.19,166.44,4.60,16,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Touring",1995 - 2025,"Pirelli Scorpion Rally Adventure Touring Tires Pirelli persists in the evolution of high-performance adventure tires, exemplified by the Scorpion Rally Adventouring. Featuring robust wide knobs, this tire optimizes on-road performance while delivering exceptional off-road grip. Its self-cleaning properties effectively prevent the accumulation of mud and dirt.","50% on-road / 50% off-road With an Advanced Mixing Process, the Scorpion Rally Adventouring resists fatigue and offers long-life performance Front tire blocks optimized for directional stability at high speeds High traction on even the most demanding surfaces TL (tubeless) design DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2190/8773/pirelli_scorpion_rally_adventouring_tires.jpg,""
158568,P43171,"Dunlop Harley-Davidson K591 Tires",dunlop-harley-davidson-k591-tires,Tires,Dunlop,"Cruiser / V-Twin / Adventure / Dual Sport","Sport Touring Bias Dot / Cruiser Tire / Harley Tire / Dot Tire",171.56,223.95,4.80,91,"Harley-Davidson","Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str",1990 - 2025,"Dunlop Harley-Davidson K591 Tires","Tubeless V-rated Made in USA Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0003/6112/Dunlop_Harley-Davidson_K591.jpg,""
10481084,P1132102,"Michelin Power Shift Scooter Tires",michelin-power-shift-scooter-tires,Tires,Michelin Tires,"Scooter","Dot Tire / Scooter Tire",198.57,226.95,4.00,1,"Honda, Yamaha, Vespa, Suzuki, Piaggio, Kymco","Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,"Michelin Power Shift Scooter Tires Crafted to enhance the performance of high-capacity scooters, the Power Shift tire draws from the acclaimed Pilot Road 4 series. This tire provides a seamless fusion of reliability and agility, engineered specifically for the demands of modern scooters.","Radial tubeless Scooter tire Higher performance on wet surfaces High-tech compound and Water Evergrip Technology sipes Engineered with cutting-edge technology for impressive grip and handling, allowing you to experience adrenaline rush with confidence New high-tech compound allows for 15% longer tire life compared to previous versions Michelin Power Shift increase wet grip performance by +15% in comparison with the Michelin Pilot Road 4 scooter, per Michelin testing Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/2382/6547/michelin_tires_tire_power_shift12070_r1556_hft.jpg,""
157450,P42695,"Kenda K270 Tires",kenda-k270-tires,Tires,N/A,"Dirt Bike / Off-Road / Adventure / Dual Sport","50 On Road 50 Off Road / Dot Dirt Tires / Hard Terrain / Intermediate Terrain",47.59,54.99,4.40,57,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda K270 Tires The K270 Dual Sport tire is a great option for replacing your OE trail tire. It provides the perfect balance between a smooth ride on the road and great traction on the trails.","Designed for todays high performance dual purpose motorcycles Built with a special rubber compound Extra grip off the road without compromising wear on the street 50% on-road / 50% off-road Tube Type P-rated options are for speeds up to 93 mph DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0002/8778/Kenda_K270_Tires.jpg,""
158454,P43133,"Dunlop Cruisemax Whitewall Tires",dunlop-cruisemax-whitewall-tires,Tires,Dunlop,"Cruiser / V-Twin","Customcruisertouring Bi / Cruiser Tire / Whitewall Tire / Dot Tire",220.27,300.95,4.40,20,"Harley-Davidson","Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str",1990 - 2025,"Dunlop Cruisemax Whitewall Tires","H-rated for speeds up to 130 mph Tubeless (TL) Whitewall Bias ply Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0003/5944/Dunlop_Cruisemax_Tires.jpg,""
817888,P210242,"Kenda K761 Tires",kenda-k761-tires,Tires,N/A,"Adventure / Dual Sport / Cruiser / V-Twin","80 On Road 20 Off Road / Cruiser Tire / Dual Sport Tire / Dot Tire",73.97,90.99,4.40,16,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Kenda K761 Tires The Kenda K761 Tires were made for the road focused rider looking to venture off the pavement from time to time. The tread is designed for excellent grip and durability in both wet and dry conditions, from pavement to your favorite fire roads.","Recommended for 80% on-road / 20% off-road usage Chunky, aggressive design that is perfect for gravel / fire roads Tubeless DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0391/7104/kenda_k761_tt_dual_spt_fr.jpg,""
1125422,P338220,"Duro HF308 Tires",duro-hf308-tires,Tires,N/A,"Cruiser / V-Twin","Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire",75.04,108.95,4.80,16,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Duro HF308 Classic Tires Designed for use with classically styled or genuinely vintage motorcycles, the HF308 Classic Tire from Duro is capable, road-friendly rubber for your retro ride. Durable construction features 4 to 6 tread plies (depending on tire size). great replacement for Ural stock tires featuring 4-ply and 6-ply options for optimal load capacity usage. The HF307 Tire is the OEM tire for the following models: Ural Solo ST, Gear Up, M70 Retro, Patrol T, Ural T and Yamaha LTD motorcycles. For added off-road traction, the HF308 can be paired with Duro's HF307 Tire at rear and/or sidecar positions.","Classically inspired vintage tire Modern rubber compounds 4 to 6 ply bias construction Front, rear or sidecar fitment Tube type DOT approved Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1423/6912/duro_hf308_tires.jpg,""
1764536,P816724,"Shinko 504 / 505 Mobber Tires",shinko-504-505-mobber-tires,Tires,Shinko Tires,"Scooter","Scooter Tire / Dot Tire",76.46,89.95,5.00,11,"Honda, Yamaha, Vespa, Suzuki, Piaggio, Kymco","Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,"Shinko 504 / 505 Mobber Tires A high carbon compound tread design with reinforced knobs to resist tearing and chunking while providing consistent grip.","Tread designed for hard terrain Maximizing tread wear and minimizing tread knob tear/wear Offering great traction, braking and overall stability for enhanced control 504 Front / 505 Rear DOT Approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/1324/8954/shinko504_mobber_tires.jpg,""
158531,P43147,"Dunlop D207 / D208 Tires",dunlop-d207-d208-tires,Tires,Dunlop,"Adventure / Dual Sport / Cruiser / V-Twin","Hypersport Dot / Cruiser Tire / Touring Tire / Harley Tire",263.64,336.95,5.00,17,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Dunlop D207 / D208 Tires","Unique 19"" front and 18"" rear radials Blackwall Tubeless (TL) (W)-rated for speeds 168+ mph or V-rated for speeds up to 149 mph Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0005/8631/_D208_Tires.jpg,""
1287057,P403867,"Sedona Dunatik Sand Paddle Tires",sedona-dunatik-sand-paddle-tires,Tires,Sedona,"Dirt Bike / Off-Road","Dirt Bike Tire / Sand Tire / Non Dot Tire",91.87,122.95,4.00,8,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Sedona Dunatik Sand Paddle Tires The Sedona Dunatik delivers top-tier sand performance with its ultra-lightweight carcass and aggressive paddle design, maximizing traction and flotation like never before.","Paddle tire designed for serious dune performance at a seriously good price Ultra-lightweight 2-ply nylon carcass design Sold individually Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2407/4610/sedona_dunatik_sand_paddle_tires.jpg,""
1841674,P865277,"Bridgestone Battlax SC2 Scooter Tires",bridgestone-battlax-sc2-scooter-tires,Tires,Bridgestone,"Scooter","Scooter Radial / Scooter Tire / Dot Tire",116.42,162.47,0.00,0,"Honda, Yamaha, Vespa, Suzuki, Piaggio, Kymco","Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,"Bridgestone Battlax SC2 Scooter Tires The Bridgestone Battlax SC2 Scooter Tires are engineered for middle and larger displacement scooters and maxi-scooters. The hypersport inspired tread pattern not only looks aggressive but provides improved wet weather cornering and braking. High silica compounds and grippy shoulder tread ensure performance in all conditions and temperatures.","Expanded contact patch and aggressive shoulder tread Available ""Rain"" version with increased siping and revised compound for added wet grip High grip in both hot and cold temperatures Silica rich compound improves performance in wet conditions Radial option for larger displacement, higher weight scooters Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/1450/0441/bridgestone_battlax_sc2_scooter_tires.jpg,""
10144179,P957944,"Michelin City Extra Scooter Tires",michelin-city-extra-scooter-tires,Tires,Michelin Tires,"Scooter","Dot Tire / Multi Compound Tire / Scooter Tire",50.99,62.95,4.20,11,"Honda, Yamaha, Vespa, Suzuki, Piaggio, Kymco","Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,"Michelin City Extra Scooter Tires The Michelin City Extra tires go the extra mile in durability and reliability, rain or shine. With an optimized version of the City Pro's puncture resistant construction, the City Extra guarantees a reliable and worry free ride, even on some of the meanest of streets. The City Extra's tread pattern is designed to keep churning out the extra miles, and the Water Sipe Technology™ ensures the best grip in wet conditions.","Excellent mileage Reliable and reassuring handling and comfort Michelin Adaptive Design™ for optimum traction and lean angle predictability Water Sipe Technology™ gradually increases sipe contact during cornering for better grip on wet surfaces High Density Technology™ provides a thick layer backed by three reinforcing plies to enhance the tire's puncture resistance Available in ""Reinforced"" for heavyweight touring bikes, two-up riding, or when required by OEM specifications Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/1806/6663/michelin_city_extra_scooter_tires.jpg,""
270706,P72280,"Shinko 003 Stealth Tires",shinko-003-stealth-tires,Tires,Shinko Tires,"Street / Sportbike","Race Tire / Sportbike Tire / Dot Tire",137.66,161.95,5.00,9,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Shinko 003 Stealth Tires The Stealth Radial has a slick/dimple design great for production racing, drag racing, or sport riding.","Soft compound for rapid warmup, gives racing slick like performance W-speed rated (168 mph) Aramid belted DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0009/1825/Shinko_003_Stealth_Front_Tire.jpg,""
814576,P209173,"Bridgestone G701 / G702 Tires",bridgestone-g701-g702-tires,Tires,Bridgestone,"Cruiser / V-Twin","Customcruisertouring Bi / Cruiser Tire / Harley Tire / Dot Tire",156.75,235.79,4.70,28,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Bridgestone G701 / G702 Tires Bridgestone G701 / G702 tube-type tires are specifically constructed for today's cruiser motorcycles. They are designed to give your bike an exceptional ride, enhanced comfort and improved handling in wet or dry riding conditions.","Uni-directional pattern for reliable performance on dry and wet surfaces Specifically constructed for cruiser touring bikes OE replacement for many cruiser models such as the Yamaha Royal Star, Kawasaki Vulcan, and Suzuki Intruder F spec is OE tire on Honda VT1300CS Sabre 2010-14 J spec is the OE wide white wall (WWW) tire on Suzuki C90T Boulevard 2005-09 N spec tire is the OE tire on the Yamaha XV1700 Road Star 2004-14 Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0379/6251/bridgestone_g701_front_tires.jpg,""
1779914,P237521,"Shinko 240 Classic Tires",shinko-240-classic-tires,Tires,Shinko Tires,"Cruiser / V-Twin","Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire",122.36,143.95,4.70,88,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Shinko Classic 240 Tire A classic design with modern construction and modern performance.","Compounded for high mileage Aramid belt offsets tread distortion for better grip and durability H-rated tube type 4-ply nylon carcass Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0009/1762/shinko_classic240_tires_mt9016.jpg,""
