sku,name,brand,category_id,vehicle_type,product_type,compatible_makes,compatible_models,fitment_year_range,item_number,primary_image,gallery_images,custom_attributes,Year,Make,Model,Position,Vendor Part Number
922487,IRC SS560 Tires,IRC Tires,1,Street Bike,Dot Tire / Scooter Tire,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,P256014,https://americaapi.kaafifoods.com/storage/products/ircss560_front_motorcycle_tire90901446_p.webp,['https://americaapi.kaafifoods.com/storage/products/ircss560_front_motorcycle_tire90901446_p.webp'],"{""Wheel Location"": ""Front; Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Dot Tire / Scooter Tire"", ""Make"": ""Honda"", ""Model"": ""Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400"", ""Tire Size"": ""90/90-14 46P; 100/90-14 57P""}",2005 - 2025,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400","Front, Rear",922487
10203460,Metzeler Karoo Extreme Tires,Metzeler,1,Dirt Bike,20 On Road 80 Off Road / Dot Dirt Tires / Touring Tire / Intermediate Terrain,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P722642,https://americaapi.kaafifoods.com/storage/products/metzeler_karoo_extreme_tires.webp,['https://americaapi.kaafifoods.com/storage/products/metzeler_karoo_extreme_tires.webp'],"{""Wheel Location"": ""Front; Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""20 On Road 80 Off Road / Dot Dirt Tires / Touring Tire / Intermediate Terrain"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""150/70R17 69R TT; 140/80-18 70R TT; 150/70R18 70S TL; 90/90-21 54Q TL; 90/90-21 54S TL""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",10203460
10386964,Mitas Terra Force EX SM Super Tires,Mitas,1,Dirt Bike,20 On Road 80 Off Road / 10 On Road 90 Off Road / Dot Dirt Tires / Dot Tire,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P1087829,https://americaapi.kaafifoods.com/storage/products/mitas_terra_force_exsm_super_tires.webp,['https://americaapi.kaafifoods.com/storage/products/mitas_terra_force_exsm_super_tires.webp'],"{""Wheel Location"": ""Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""20 On Road 80 Off Road / 10 On Road 90 Off Road / Dot Dirt Tires / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""120/90-18 65R TT""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",10386964
159576,Maxxis Maxxcross SI M7311 / M7312 Tires,Maxxis Tires,1,Dirt Bike,Off Highway Non Dot Inc / Soft Terrain / Dirt Bike Tire / Intermediate Terrain,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P43602,https://americaapi.kaafifoods.com/storage/products/maxxis_maxxcross_sim7311_m7312_tires_front.webp,"['https://americaapi.kaafifoods.com/storage/products/maxxis_maxxcross_sim7311_m7312_tires_front.webp', 'https://americaapi.kaafifoods.com/storage/products/maxxis_maxxcross_sim7311_m7312_tires_rear.webp', 'https://americaapi.kaafifoods.com/storage/products/maxxis_maxxcross_sim7311_m7312_tires.webp']","{""Wheel Location"": ""Front; Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""Off Highway Non Dot Inc / Soft Terrain / Dirt Bike Tire / Intermediate Terrain"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""2.50x10; 2.75x10; 100/100-18; 120/100-18; 70/100-19; 90/100-21""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",159576
158921,IRC WF-920 Wild Flare Tires,IRC Tires,1,Street Bike,Cruiser Tire / Dot Tire,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,P43315,https://americaapi.kaafifoods.com/storage/products/ircwf920_wild_flare_motorcycle_tires.webp,"['https://americaapi.kaafifoods.com/storage/products/ircwf920_wild_flare_motorcycle_tires.webp', 'https://americaapi.kaafifoods.com/storage/products/IRC_WF-920_Wild_Flare_Tires.webp']","{""Wheel Location"": ""Front; Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Cruiser Tire / Dot Tire"", ""Make"": ""Harley-Davidson"", ""Model"": ""Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard"", ""Tire Size"": ""130/90-16 73H TL; 120/90-18 65H; 3.00x19 49H TL""}",1990 - 2025,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard","Front, Rear",158921
157363,"Kenda K284 23.5"" Front Max Tires",N/A,1,UTV/ATV,Hard Terrain / Utv Atv Tire,Honda,"Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,P1033560,https://americaapi.kaafifoods.com/storage/products/kenda_k284_front_max_tires.webp,"['https://americaapi.kaafifoods.com/storage/products/kenda_k284_front_max_tires.webp', 'https://americaapi.kaafifoods.com/storage/products/T_K284_Front_Tire.webp']","{""Wheel Location"": ""Front"", ""Type"": ""UTV/ATV"", ""Product Type"": ""Hard Terrain / Utv Atv Tire"", ""Make"": ""Honda"", ""Model"": ""Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly"", ""Tire Size"": ""N/A""}",2008 - 2025,Honda,"Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly","Front, Rear",157363
10386932,Mitas Enduro Trail XT Dakar Tires,Mitas,1,Dirt Bike,30 On Road 70 Off Road / Dot Dirt Tires / Dirt Bike Tire / Dot Tire,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P1087820,https://americaapi.kaafifoods.com/storage/products/mitas_enduro_trail_xt_dakar_tires.webp,['https://americaapi.kaafifoods.com/storage/products/mitas_enduro_trail_xt_dakar_tires.webp'],"{""Wheel Location"": ""Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""30 On Road 70 Off Road / Dot Dirt Tires / Dirt Bike Tire / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""140/80B17 69H; 150/70B17 69H; 170/60B17 72H; 140/80B18 70H; 150/70B18 70H""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",10386932
1789016,Michelin Pilot Road 4 Scooter Tires,Michelin Tires,1,Street Bike,Scooter Tire / Dot Tire,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,P834373,https://americaapi.kaafifoods.com/storage/products/michelin_pilot_road4_scooter_tires.webp,['https://americaapi.kaafifoods.com/storage/products/michelin_pilot_road4_scooter_tires.webp'],"{""Wheel Location"": ""Front; Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Scooter Tire / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400"", ""Tire Size"": ""160/60R14 65H; 120/70R15 56H; 160/60R15 67H""}",2005 - 2025,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400","Front, Rear",1789016
1125421,Duro HF319 Tires,N/A,1,Street Bike,Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,P338219,https://americaapi.kaafifoods.com/storage/products/duro_hf319_tires.webp,['https://americaapi.kaafifoods.com/storage/products/duro_hf319_tires.webp'],"{""Wheel Location"": ""N/A"", ""Type"": ""Street Bike"", ""Product Type"": ""Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire"", ""Make"": ""Harley-Davidson"", ""Model"": ""Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard"", ""Tire Size"": ""N/A""}",1990 - 2025,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard","Front, Rear",1125421
157982,Bridgestone TW52 Trail Wing Rear Tires,Bridgestone,1,Dirt Bike,Dual Road Bias Dot / 30 On Road 70 Off Road / Dot Dirt Tires / Hard Terrain,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P821920,https://americaapi.kaafifoods.com/storage/products/bridgestone_tw52_trail_wing_rear_tires.webp,['https://americaapi.kaafifoods.com/storage/products/bridgestone_tw52_trail_wing_rear_tires.webp'],"{""Wheel Location"": ""Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""Dual Road Bias Dot / 30 On Road 70 Off Road / Dot Dirt Tires / Hard Terrain"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""N/A""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",157982
10222999,Bridgestone Battlax BT-020 Tires,Bridgestone,1,Dirt Bike,Dot Tire / Cruiser Tire,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,P998042,https://americaapi.kaafifoods.com/storage/products/bridgestone_battlax_bt020_tires.webp,['https://americaapi.kaafifoods.com/storage/products/bridgestone_battlax_bt020_tires.webp'],"{""Wheel Location"": ""Front; Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""Dot Tire / Cruiser Tire"", ""Make"": ""Harley-Davidson"", ""Model"": ""Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard"", ""Tire Size"": ""170/60ZR17 72W; 200/50ZR17 75W; 120/70ZR18 59W""}",1990 - 2025,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard","Front, Rear",10222999
10220865,IRC MB-57 Tires,IRC Tires,1,Street Bike,Scooter Tire / Dot Tire,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,P997050,https://americaapi.kaafifoods.com/storage/products/ircmb57_motorcycle_tire110901051_j.webp,['https://americaapi.kaafifoods.com/storage/products/ircmb57_motorcycle_tire110901051_j.webp'],"{""Wheel Location"": ""N/A"", ""Type"": ""Street Bike"", ""Product Type"": ""Scooter Tire / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400"", ""Tire Size"": ""110/90-10""}",2005 - 2025,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400","Front, Rear",10220865
1152581,Shinko SR 520 Tires,Shinko Tires,1,Dirt Bike,Dirt Bike Tire / Hard Terrain / Intermediate Terrain / Non Dot Tire,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P347309,https://americaapi.kaafifoods.com/storage/products/shinko_tires_sr520.webp,['https://americaapi.kaafifoods.com/storage/products/shinko_tires_sr520.webp'],"{""Wheel Location"": ""Front; Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""Dirt Bike Tire / Hard Terrain / Intermediate Terrain / Non Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""N/A""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",1152581
1152586,Shinko SR 009 Scooter Tires,Shinko Tires,1,Street Bike,Scooter Tire / Dot Tire,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,P347311,https://americaapi.kaafifoods.com/storage/products/shinko_sr009_tires.webp,['https://americaapi.kaafifoods.com/storage/products/shinko_sr009_tires.webp'],"{""Wheel Location"": ""N/A"", ""Type"": ""Street Bike"", ""Product Type"": ""Scooter Tire / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400"", ""Tire Size"": ""N/A""}",2005 - 2025,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400","Front, Rear",1152586
1813173,Dunlop K990 Vintage Tires,Dunlop,1,Dirt Bike,Off Highway Non Dot Inc / Dirt Bike Tire / Vintage Tire / Hard Terrain,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P849857,https://americaapi.kaafifoods.com/storage/products/dunlop_k990_vintage_tires.webp,['https://americaapi.kaafifoods.com/storage/products/dunlop_k990_vintage_tires.webp'],"{""Wheel Location"": ""Front; Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""Off Highway Non Dot Inc / Dirt Bike Tire / Vintage Tire / Hard Terrain"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""70/100-21; 90/100-18""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",1813173
1125415,Duro HF317 Front Tires,N/A,1,Street Bike,Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,P338215,https://americaapi.kaafifoods.com/storage/products/duro_hf317_front_tires.webp,['https://americaapi.kaafifoods.com/storage/products/duro_hf317_front_tires.webp'],"{""Wheel Location"": ""Front"", ""Type"": ""Street Bike"", ""Product Type"": ""Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire"", ""Make"": ""Harley-Davidson"", ""Model"": ""Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard"", ""Tire Size"": ""N/A""}",1990 - 2025,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard","Front, Rear",1125415
1152587,Shinko SR 429 Scooter Tires,Shinko Tires,1,Street Bike,Scooter Tire / Dot Tire,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,P347312,https://americaapi.kaafifoods.com/storage/products/shinko_tires_sr429.webp,['https://americaapi.kaafifoods.com/storage/products/shinko_tires_sr429.webp'],"{""Wheel Location"": ""N/A"", ""Type"": ""Street Bike"", ""Product Type"": ""Scooter Tire / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400"", ""Tire Size"": ""120/70-13 53L; 130/60-13 53L""}",2005 - 2025,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400","Front, Rear",1152587
922504,IRC SS-530 Tires,IRC Tires,1,Street Bike,Scooter Tire / Dot Tire,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,P256028,https://americaapi.kaafifoods.com/storage/products/ircss530_tires.webp,['https://americaapi.kaafifoods.com/storage/products/ircss530_tires.webp'],"{""Wheel Location"": ""N/A"", ""Type"": ""Street Bike"", ""Product Type"": ""Scooter Tire / Dot Tire"", ""Make"": ""Harley-Davidson"", ""Model"": ""Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard"", ""Tire Size"": ""110/90-13; 130/70-13; 150/70-13; 120/80-14""}",1990 - 2025,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard","Front, Rear",922504
10222994,Bridgestone Exedra G703 Tires,Bridgestone,1,Dirt Bike,Customcruisertouring Bi / Dot Tire / Cruiser Tire,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,P998037,https://americaapi.kaafifoods.com/storage/products/bridgestone_exedra_g703_tires.webp,['https://americaapi.kaafifoods.com/storage/products/bridgestone_exedra_g703_tires.webp'],"{""Wheel Location"": ""Front"", ""Type"": ""Dirt Bike"", ""Product Type"": ""Customcruisertouring Bi / Dot Tire / Cruiser Tire"", ""Make"": ""Harley-Davidson"", ""Model"": ""Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard"", ""Tire Size"": ""130/90B16 67H""}",1990 - 2025,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard","Front, Rear",10222994
10386919,Mitas Terra Force EX SM Super Light Tires,Mitas,1,Dirt Bike,20 On Road 80 Off Road / 10 On Road 90 Off Road / Dot Dirt Tires / Dot Tire,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P1087815,https://americaapi.kaafifoods.com/storage/products/mitas_terra_force_exsm_super_light_tires.webp,['https://americaapi.kaafifoods.com/storage/products/mitas_terra_force_exsm_super_light_tires.webp'],"{""Wheel Location"": ""Front; Rear"", ""Type"": ""Dirt Bike"", ""Product Type"": ""20 On Road 80 Off Road / 10 On Road 90 Off Road / Dot Dirt Tires / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450"", ""Tire Size"": ""110/100-18 64R TT; 120/90-18 65R TT; 80/100-21 51M TT; 90/90-21 54M TT""}",1995 - 2025,Honda,"Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450","Front, Rear",10386919
1159543,Mitas MC-20 Monsoon Scooter Tires,Mitas,1,Street Bike,Scooter Tire / Dot Tire,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,P350042,https://americaapi.kaafifoods.com/storage/products/mitas_mc20_monsum_tires.webp,['https://americaapi.kaafifoods.com/storage/products/mitas_mc20_monsum_tires.webp'],"{""Wheel Location"": ""Front; Front/Rear; Rear"", ""Type"": ""Street Bike"", ""Product Type"": ""Scooter Tire / Dot Tire"", ""Make"": ""Honda"", ""Model"": ""Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400"", ""Tire Size"": ""120/70-10 54L TL; 120/90-10 57L; 3.50-10 51P; 3.50-10 TL; 110/70-11 45L; 120/70-11 56L; 90/90-12 54J; 120/70-12 58P TL; 120/80-12 55P TL; 130/70-12 62P TL""}",2005 - 2025,Honda,"Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400","Front, Rear",1159543
1125416,Duro HF314 Tires,N/A,1,Street Bike,Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,P338218,https://americaapi.kaafifoods.com/storage/products/duro_hf314_tires.webp,['https://americaapi.kaafifoods.com/storage/products/duro_hf314_tires.webp'],"{""Wheel Location"": ""N/A"", ""Type"": ""Street Bike"", ""Product Type"": ""Cruiser Tire / Harley Tire / Vintage Tire / Dot Tire"", ""Make"": ""Harley-Davidson"", ""Model"": ""Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard"", ""Tire Size"": ""N/A""}",1990 - 2025,Harley-Davidson,"Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard","Front, Rear",1125416
10049408,BF Goodrich Mud-Terrain T/A KM3 Tires,BF Goodrich,1,UTV/ATV,Mud Tire / Utv Atv Tire / Intermediate Terrain,Honda,"Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,P898940,https://americaapi.kaafifoods.com/storage/products/bf_goodrich_mud_terrain_takm3_tires.webp,['https://americaapi.kaafifoods.com/storage/products/bf_goodrich_mud_terrain_takm3_tires.webp'],"{""Wheel Location"": ""N/A"", ""Type"": ""UTV/ATV"", ""Product Type"": ""Mud Tire / Utv Atv Tire / Intermediate Terrain"", ""Make"": ""Honda"", ""Model"": ""Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly"", ""Tire Size"": ""N/A""}",2008 - 2025,Honda,"Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly","Front, Rear",10049408
